Close Last Trade Day,Price,Units,Implied Values,Date
"Net Energy WCS Closing Price: February, 2019",-17.85,USD/BBL,32.03,2018-12-18
"Net Energy/NYMEX WCC Closing Price: February, 2019",-17.85,USD/BBL,32.03,2018-12-18
Canadian Crude Index,31.82,USD/BBL,,2018-12-18
West Texas Intermediate Cash,49.75,USD/BBL,,2018-12-18
North Sea Brent Blend,59.61,USD/BBL,,2018-12-18
OPEC Basket Price,58.24,USD/BBL,,2018-12-18
"NYMEX Natural Gas: January, 2019",3.53,USD/MMBTU,,2018-12-18
"NYMEX Natural Gas: February, 2019",3.45,USD/MMBTU,,2018-12-18
"NYMEX Natural Gas: March, 2019",3.31,USD/MMBTU,,2018-12-18
"NYMEX Natural Gas: April, 2019",2.78,USD/MMBTU,,2018-12-18
Spectra - Station 2,0.32,CAD/GJ,,2018-12-18
AECO/NGX Spot Price - Settlement,1.7,CAD/GJ,,2018-12-18
AECO/NGX Spot Price - Same Day Volume,1018.6,TJ,,2018-12-18
"AECO/NGX Near-Month: January, 2019",1.74,CAD/GJ,,2018-12-18
NYMEX Today @ 10:00 AM MST,,,,2018-12-18
"WTI January, 2019 Contract",47.2,USD/BBL,,2018-12-18
Near-Month Gas Contract,3.72,USD/MMBTU,,2018-12-18
Daily Average US Exchange Rate,1.34,,,2018-12-18
 Expressed as a basis to WTI,,,,2018-12-18
"NYMEX-WTI: January, 2019",51.2,USD/BBL,,2018-12-17
"NYMEX-WTI: February, 2019",51.47,USD/BBL,,2018-12-17
"NYMEX-WTI: March, 2019",51.76,USD/BBL,,2018-12-17
"NYMEX-WTI: April, 2019",52.06,USD/BBL,,2018-12-17
NYMEX-WTI Year Ago Current Month Contract,57.04,USD/BBL,,2018-12-17
"Net Energy Sweet Closing Price: February, 2019",-8.9,USD/BBL,42.3,2018-12-17
"Net Energy SSP Closing Price: February, 2019",-2.5,USD/BBL,48.7,2018-12-17
"Net Energy WCS Closing Price: February, 2019",-17.85,USD/BBL,33.35,2018-12-17
"Net Energy/NYMEX WCC Closing Price: February, 2019",-17.85,USD/BBL,33.35,2018-12-17
Canadian Crude Index,32.01,USD/BBL,,2018-12-17
West Texas Intermediate Cash,51.2,USD/BBL,,2018-12-17
North Sea Brent Blend,60.28,USD/BBL,,2018-12-17
OPEC Basket Price,59.07,USD/BBL,,2018-12-17
"NYMEX Natural Gas: January, 2019",3.83,USD/MMBTU,,2018-12-17
"NYMEX Natural Gas: February, 2019",3.75,USD/MMBTU,,2018-12-17
"NYMEX Natural Gas: March, 2019",3.61,USD/MMBTU,,2018-12-17
"NYMEX Natural Gas: April, 2019",2.89,USD/MMBTU,,2018-12-17
Spectra - Station 2,0.65,CAD/GJ,,2018-12-17
AECO/NGX Spot Price - Settlement,1.2,CAD/GJ,,2018-12-17
AECO/NGX Spot Price - Same Day Volume,590.2,TJ,,2018-12-17
"AECO/NGX Near-Month: December, 2018",1.6,CAD/GJ,,2018-12-17
NYMEX Today @ 10:00 AM MST,,,,2018-12-17
"WTI January, 2019 Contract",50.36,USD/BBL,,2018-12-17
Near-Month Gas Contract,3.63,USD/MMBTU,,2018-12-17
Daily Average US Exchange Rate,1.34,,,2018-12-17
 Expressed as a basis to WTI,,,,2018-12-17
"NYMEX-WTI: January, 2019",52.58,USD/BBL,,2018-12-14
"NYMEX-WTI: February, 2019",52.83,USD/BBL,,2018-12-14
"NYMEX-WTI: March, 2019",53.07,USD/BBL,,2018-12-14
"NYMEX-WTI: April, 2019",53.33,USD/BBL,,2018-12-14
NYMEX-WTI Year Ago Current Month Contract,56.6,USD/BBL,,2018-12-14
"Net Energy Sweet Closing Price: January, 2019",-2.75,USD/BBL,49.83,2018-12-14
"Net Energy SSP Closing Price: January, 2019",0.0,USD/BBL,52.58,2018-12-14
"Net Energy WCS Closing Price: January, 2019",-12.25,USD/BBL,40.33,2018-12-14
"Net Energy/NYMEX WCC Closing Price: January, 2019",-16.86,USD/BBL,35.72,2018-12-14
Canadian Crude Index,34.24,USD/BBL,,2018-12-14
West Texas Intermediate Cash,52.64,USD/BBL,,2018-12-14
North Sea Brent Blend,61.45,USD/BBL,,2018-12-14
OPEC Basket Price,58.67,USD/BBL,,2018-12-14
"NYMEX Natural Gas: January, 2019",4.12,USD/MMBTU,,2018-12-14
"NYMEX Natural Gas: February, 2019",4.03,USD/MMBTU,,2018-12-14
"NYMEX Natural Gas: March, 2019",3.86,USD/MMBTU,,2018-12-14
"NYMEX Natural Gas: April, 2019",2.91,USD/MMBTU,,2018-12-14
Spectra - Station 2,0.6,CAD/GJ,,2018-12-14
AECO/NGX Spot Price - Settlement,1.57,CAD/GJ,,2018-12-14
AECO/NGX Spot Price - Same Day Volume,1133.7,TJ,,2018-12-14
"AECO/NGX Near-Month: January, 2019",1.65,CAD/GJ,,2018-12-14
NYMEX Today @ 10:00 AM MST,,,,2018-12-14
"WTI January, 2019 Contract",51.04,USD/BBL,,2018-12-14
Near-Month Gas Contract,3.9,USD/MMBTU,,2018-12-14
Daily Average US Exchange Rate,1.34,,,2018-12-14
 Expressed as a basis to WTI,,,,2018-12-14
"NYMEX-WTI: January, 2019",51.15,USD/BBL,,2018-12-13
"NYMEX-WTI: February, 2019",51.36,USD/BBL,,2018-12-13
"NYMEX-WTI: March, 2019",51.59,USD/BBL,,2018-12-13
"NYMEX-WTI: April, 2019",51.86,USD/BBL,,2018-12-13
NYMEX-WTI Year Ago Current Month Contract,57.14,USD/BBL,,2018-12-13
"Net Energy Sweet Closing Price: January, 2019",-2.95,USD/BBL,48.2,2018-12-13
"Net Energy SSP Closing Price: January, 2019",-0.1,USD/BBL,51.05,2018-12-13
"Net Energy WCS Closing Price: January, 2019",-11.85,USD/BBL,39.3,2018-12-13
"Net Energy/NYMEX WCC Closing Price: January, 2019",-16.84,USD/BBL,34.31,2018-12-13
Canadian Crude Index,32.67,USD/BBL,,2018-12-13
West Texas Intermediate Cash,50.99,USD/BBL,,2018-12-13
North Sea Brent Blend,60.15,USD/BBL,,2018-12-13
OPEC Basket Price,59.2,USD/BBL,,2018-12-13
"NYMEX Natural Gas: January, 2019",4.14,USD/MMBTU,,2018-12-13
"NYMEX Natural Gas: February, 2019",4.04,USD/MMBTU,,2018-12-13
"NYMEX Natural Gas: March, 2019",3.85,USD/MMBTU,,2018-12-13
"NYMEX Natural Gas: April, 2019",2.92,USD/MMBTU,,2018-12-13
Spectra - Station 2,0.72,CAD/GJ,,2018-12-13
AECO/NGX Spot Price - Settlement,1.41,CAD/GJ,,2018-12-13
AECO/NGX Spot Price - Same Day Volume,1103.3,TJ,,2018-12-13
"AECO/NGX Near-Month: January, 2019",1.5,CAD/GJ,,2018-12-13
NYMEX Today @ 10:00 AM MST,,,,2018-12-13
"WTI January, 2019 Contract",52.03,USD/BBL,,2018-12-13
Near-Month Gas Contract,4.16,USD/MMBTU,,2018-12-13
Daily Average US Exchange Rate,1.33,,,2018-12-13
 Expressed as a basis to WTI,,,,2018-12-13
"NYMEX-WTI: January, 2019",51.65,USD/BBL,,2018-12-12
"NYMEX-WTI: February, 2019",51.84,USD/BBL,,2018-12-12
"NYMEX-WTI: March, 2019",52.01,USD/BBL,,2018-12-12
"NYMEX-WTI: April, 2019",52.21,USD/BBL,,2018-12-12
NYMEX-WTI Year Ago Current Month Contract,57.99,USD/BBL,,2018-12-12
"Net Energy Sweet Closing Price: January, 2019",-4.0,USD/BBL,47.65,2018-12-12
"Net Energy SSP Closing Price: January, 2019",-0.65,USD/BBL,51.0,2018-12-12
"Net Energy WCS Closing Price: January, 2019",-12.0,USD/BBL,39.65,2018-12-12
"Net Energy/NYMEX WCC Closing Price: January, 2019",-16.77,USD/BBL,34.88,2018-12-12
Canadian Crude Index,34.04,USD/BBL,,2018-12-12
West Texas Intermediate Cash,51.6,USD/BBL,,2018-12-12
North Sea Brent Blend,60.2,USD/BBL,,2018-12-12
OPEC Basket Price,58.57,USD/BBL,,2018-12-12
"NYMEX Natural Gas: January, 2019",4.41,USD/MMBTU,,2018-12-12
"NYMEX Natural Gas: February, 2019",4.26,USD/MMBTU,,2018-12-12
"NYMEX Natural Gas: March, 2019",4.04,USD/MMBTU,,2018-12-12
"NYMEX Natural Gas: April, 2019",3.0,USD/MMBTU,,2018-12-12
Spectra - Station 2,0.6,CAD/GJ,,2018-12-12
AECO/NGX Spot Price - Settlement,1.27,CAD/GJ,,2018-12-12
AECO/NGX Spot Price - Same Day Volume,1208.6,TJ,,2018-12-12
"AECO/NGX Near-Month: January, 2019",1.52,CAD/GJ,,2018-12-12
NYMEX Today @ 10:00 AM MST,,,,2018-12-12
"WTI January, 2019 Contract",52.29,USD/BBL,,2018-12-12
Near-Month Gas Contract,4.16,USD/MMBTU,,2018-12-12
Daily Average US Exchange Rate,1.34,,,2018-12-12
 Expressed as a basis to WTI,,,,2018-12-12
"NYMEX-WTI: January, 2019",51.0,USD/BBL,,2018-12-11
"NYMEX-WTI: February, 2019",51.2,USD/BBL,,2018-12-11
"NYMEX-WTI: March, 2019",51.4,USD/BBL,,2018-12-11
"NYMEX-WTI: April, 2019",51.65,USD/BBL,,2018-12-11
NYMEX-WTI Year Ago Current Month Contract,57.36,USD/BBL,,2018-12-11
"Net Energy Sweet Closing Price: January, 2019",-4.2,USD/BBL,46.8,2018-12-11
"Net Energy SSP Closing Price: January, 2019",-1.1,USD/BBL,49.9,2018-12-11
"Net Energy WCS Closing Price: January, 2019",-12.3,USD/BBL,38.7,2018-12-11
"Net Energy/NYMEX WCC Closing Price: January, 2019",-16.96,USD/BBL,34.04,2018-12-11
Canadian Crude Index,33.98,USD/BBL,,2018-12-11
West Texas Intermediate Cash,51.02,USD/BBL,,2018-12-11
North Sea Brent Blend,59.97,USD/BBL,,2018-12-11
OPEC Basket Price,59.72,USD/BBL,,2018-12-11
"NYMEX Natural Gas: January, 2019",4.55,USD/MMBTU,,2018-12-11
"NYMEX Natural Gas: February, 2019",4.36,USD/MMBTU,,2018-12-11
"NYMEX Natural Gas: March, 2019",4.14,USD/MMBTU,,2018-12-11
"NYMEX Natural Gas: April, 2019",2.98,USD/MMBTU,,2018-12-11
Spectra - Station 2,0.6,CAD/GJ,,2018-12-11
AECO/NGX Spot Price - Settlement,1.14,CAD/GJ,,2018-12-11
AECO/NGX Spot Price - Same Day Volume,1340.5,TJ,,2018-12-11
"AECO/NGX Near-Month: January, 2019",1.47,CAD/GJ,,2018-12-11
NYMEX Today @ 10:00 AM MST,,,,2018-12-11
"WTI January, 2019 Contract",51.78,USD/BBL,,2018-12-11
Near-Month Gas Contract,4.38,USD/MMBTU,,2018-12-11
Daily Average US Exchange Rate,1.34,,,2018-12-11
 Expressed as a basis to WTI,,,,2018-12-11
"NYMEX-WTI: January, 2019",52.61,USD/BBL,,2018-12-10
"NYMEX-WTI: February, 2019",52.81,USD/BBL,,2018-12-10
"NYMEX-WTI: March, 2019",53.05,USD/BBL,,2018-12-10
"NYMEX-WTI: April, 2019",53.31,USD/BBL,,2018-12-10
NYMEX-WTI Year Ago Current Month Contract,56.69,USD/BBL,,2018-12-10
"Net Energy Sweet Closing Price: January, 2019",-5.9,USD/BBL,46.71,2018-12-10
"Net Energy SSP Closing Price: January, 2019",-3.0,USD/BBL,49.61,2018-12-10
"Net Energy WCS Closing Price: January, 2019",-15.0,USD/BBL,37.61,2018-12-10
"Net Energy/NYMEX WCC Closing Price: January, 2019",-18.08,USD/BBL,34.53,2018-12-10
Canadian Crude Index,35.01,USD/BBL,,2018-12-10
West Texas Intermediate Cash,52.61,USD/BBL,,2018-12-10
North Sea Brent Blend,61.67,USD/BBL,,2018-12-10
OPEC Basket Price,59.2,USD/BBL,,2018-12-10
"NYMEX Natural Gas: January, 2019",4.49,USD/MMBTU,,2018-12-10
"NYMEX Natural Gas: February, 2019",4.38,USD/MMBTU,,2018-12-10
"NYMEX Natural Gas: March, 2019",4.16,USD/MMBTU,,2018-12-10
"NYMEX Natural Gas: April, 2019",2.99,USD/MMBTU,,2018-12-10
Spectra - Station 2,0.01,CAD/GJ,,2018-12-10
AECO/NGX Spot Price - Settlement,1.46,CAD/GJ,,2018-12-10
AECO/NGX Spot Price - Same Day Volume,539.0,TJ,,2018-12-10
"AECO/NGX Near-Month: January, 2019",1.47,CAD/GJ,,2018-12-10
NYMEX Today @ 10:00 AM MST,,,,2018-12-10
"WTI January, 2019 Contract",51.64,USD/BBL,,2018-12-10
Near-Month Gas Contract,4.59,USD/MMBTU,,2018-12-10
Daily Average US Exchange Rate,1.33,,,2018-12-10
 Expressed as a basis to WTI,,,,2018-12-10
"NYMEX-WTI: January, 2019",51.49,USD/BBL,,2018-12-07
"NYMEX-WTI: February, 2019",51.7,USD/BBL,,2018-12-07
"NYMEX-WTI: March, 2019",51.95,USD/BBL,,2018-12-07
"NYMEX-WTI: April, 2019",52.24,USD/BBL,,2018-12-07
NYMEX-WTI Year Ago Current Month Contract,55.96,USD/BBL,,2018-12-07
"Net Energy Sweet Closing Price: January, 2019",-7.5,USD/BBL,43.99,2018-12-07
"Net Energy SSP Closing Price: January, 2019",-5.75,USD/BBL,45.74,2018-12-07
"Net Energy WCS Closing Price: January, 2019",-18.15,USD/BBL,33.34,2018-12-07
"Net Energy/NYMEX WCC Closing Price: January, 2019",-19.72,USD/BBL,31.77,2018-12-07
Canadian Crude Index,32.71,USD/BBL,,2018-12-07
West Texas Intermediate Cash,51.49,USD/BBL,,2018-12-07
North Sea Brent Blend,60.06,USD/BBL,,2018-12-07
OPEC Basket Price,58.79,USD/BBL,,2018-12-07
"NYMEX Natural Gas: January, 2019",4.33,USD/MMBTU,,2018-12-07
"NYMEX Natural Gas: February, 2019",4.22,USD/MMBTU,,2018-12-07
"NYMEX Natural Gas: March, 2019",3.92,USD/MMBTU,,2018-12-07
"NYMEX Natural Gas: April, 2019",2.96,USD/MMBTU,,2018-12-07
Spectra - Station 2,0.15,CAD/GJ,,2018-12-07
AECO/NGX Spot Price - Settlement,1.4,CAD/GJ,,2018-12-07
AECO/NGX Spot Price - Same Day Volume,1429.0,TJ,,2018-12-07
"AECO/NGX Near-Month: January, 2019",1.48,CAD/GJ,,2018-12-07
NYMEX Today @ 10:00 AM MST,,,,2018-12-07
"WTI January, 2019 Contract",53.7,USD/BBL,,2018-12-07
Near-Month Gas Contract,4.49,USD/MMBTU,,2018-12-07
Daily Average US Exchange Rate,1.34,,,2018-12-07
 Expressed as a basis to WTI,,,,2018-12-07
"NYMEX-WTI: January, 2019",52.89,USD/BBL,,2018-12-06
"NYMEX-WTI: February, 2019",53.12,USD/BBL,,2018-12-06
"NYMEX-WTI: March, 2019",53.36,USD/BBL,,2018-12-06
"NYMEX-WTI: April, 2019",53.61,USD/BBL,,2018-12-06
NYMEX-WTI Year Ago Current Month Contract,57.62,USD/BBL,,2018-12-06
"Net Energy Sweet Closing Price: January, 2019",-13.0,USD/BBL,39.89,2018-12-06
"Net Energy SSP Closing Price: January, 2019",-10.95,USD/BBL,41.94,2018-12-06
"Net Energy WCS Closing Price: January, 2019",-20.5,USD/BBL,32.39,2018-12-06
"Net Energy/NYMEX WCC Closing Price: January, 2019",-21.22,USD/BBL,31.67,2018-12-06
Canadian Crude Index,32.23,USD/BBL,,2018-12-06
West Texas Intermediate Cash,52.59,USD/BBL,,2018-12-06
North Sea Brent Blend,61.56,USD/BBL,,2018-12-06
OPEC Basket Price,60.08,USD/BBL,,2018-12-06
"NYMEX Natural Gas: January, 2019",4.47,USD/MMBTU,,2018-12-06
"NYMEX Natural Gas: February, 2019",4.33,USD/MMBTU,,2018-12-06
"NYMEX Natural Gas: March, 2019",4.01,USD/MMBTU,,2018-12-06
"NYMEX Natural Gas: April, 2019",2.98,USD/MMBTU,,2018-12-06
Spectra - Station 2,0.42,CAD/GJ,,2018-12-06
AECO/NGX Spot Price - Settlement,1.34,CAD/GJ,,2018-12-06
AECO/NGX Spot Price - Same Day Volume,1123.3,TJ,,2018-12-06
"AECO/NGX Near-Month: January, 2019",1.4,CAD/GJ,,2018-12-06
NYMEX Today @ 10:00 AM MST,,,,2018-12-06
"WTI January, 2019 Contract",50.83,USD/BBL,,2018-12-06
Near-Month Gas Contract,4.35,USD/MMBTU,,2018-12-06
Daily Average US Exchange Rate,1.34,,,2018-12-06
 Expressed as a basis to WTI,,,,2018-12-06
"NYMEX-WTI: January, 2019",53.25,USD/BBL,,2018-12-05
"NYMEX-WTI: February, 2019",53.46,USD/BBL,,2018-12-05
"NYMEX-WTI: March, 2019",53.67,USD/BBL,,2018-12-05
"NYMEX-WTI: April, 2019",53.9,USD/BBL,,2018-12-05
NYMEX-WTI Year Ago Current Month Contract,57.47,USD/BBL,,2018-12-05
"Net Energy Sweet Closing Price: January, 2019",-18.0,USD/BBL,35.25,2018-12-05
"Net Energy SSP Closing Price: January, 2019",-16.95,USD/BBL,36.3,2018-12-05
"Net Energy WCS Closing Price: January, 2019",-24.0,USD/BBL,29.25,2018-12-05
"Net Energy/NYMEX WCC Closing Price: January, 2019",-23.69,USD/BBL,29.56,2018-12-05
Canadian Crude Index,31.84,USD/BBL,,2018-12-05
West Texas Intermediate Cash,53.16,USD/BBL,,2018-12-05
North Sea Brent Blend,62.08,USD/BBL,,2018-12-05
OPEC Basket Price,61.09,USD/BBL,,2018-12-05
"NYMEX Natural Gas: January, 2019",4.46,USD/MMBTU,,2018-12-05
"NYMEX Natural Gas: February, 2019",4.31,USD/MMBTU,,2018-12-05
"NYMEX Natural Gas: March, 2019",3.94,USD/MMBTU,,2018-12-05
"NYMEX Natural Gas: April, 2019",2.96,USD/MMBTU,,2018-12-05
Spectra - Station 2,0.2,CAD/GJ,,2018-12-05
AECO/NGX Spot Price - Settlement,1.32,CAD/GJ,,2018-12-05
AECO/NGX Spot Price - Same Day Volume,1641.5,TJ,,2018-12-05
"AECO/NGX Near-Month: January, 2019",1.49,CAD/GJ,,2018-12-05
NYMEX Today @ 10:00 AM MST,,,,2018-12-05
"WTI January, 2019 Contract",53.44,USD/BBL,,2018-12-05
Near-Month Gas Contract,4.47,USD/MMBTU,,2018-12-05
Daily Average US Exchange Rate,1.32,,,2018-12-05
 Expressed as a basis to WTI,,,,2018-12-05
"NYMEX-WTI: January, 2019",52.95,USD/BBL,,2018-12-04
"NYMEX-WTI: February, 2019",53.14,USD/BBL,,2018-12-04
"NYMEX-WTI: March, 2019",53.33,USD/BBL,,2018-12-04
"NYMEX-WTI: April, 2019",53.52,USD/BBL,,2018-12-04
NYMEX-WTI Year Ago Current Month Contract,58.36,USD/BBL,,2018-12-04
"Net Energy Sweet Closing Price: January, 2019",-19.0,USD/BBL,33.95,2018-12-04
"Net Energy SSP Closing Price: January, 2019",-17.0,USD/BBL,35.95,2018-12-04
"Net Energy WCS Closing Price: January, 2019",-24.95,USD/BBL,28.0,2018-12-04
"Net Energy/NYMEX WCC Closing Price: January, 2019",-24.58,USD/BBL,28.37,2018-12-04
Canadian Crude Index,33.03,USD/BBL,,2018-12-04
West Texas Intermediate Cash,52.93,USD/BBL,,2018-12-04
North Sea Brent Blend,61.69,USD/BBL,,2018-12-04
OPEC Basket Price,60.64,USD/BBL,,2018-12-04
"NYMEX Natural Gas: January, 2019",4.34,USD/MMBTU,,2018-12-04
"NYMEX Natural Gas: February, 2019",4.16,USD/MMBTU,,2018-12-04
"NYMEX Natural Gas: March, 2019",3.77,USD/MMBTU,,2018-12-04
"NYMEX Natural Gas: April, 2019",2.91,USD/MMBTU,,2018-12-04
Spectra - Station 2,0.7,CAD/GJ,,2018-12-04
AECO/NGX Spot Price - Settlement,1.5,CAD/GJ,,2018-12-04
AECO/NGX Spot Price - Same Day Volume,1395.6,TJ,,2018-12-04
"AECO/NGX Near-Month: January, 2019",1.77,CAD/GJ,,2018-12-04
NYMEX Today @ 10:00 AM MST,,,,2018-12-04
"WTI January, 2019 Contract",52.97,USD/BBL,,2018-12-04
Near-Month Gas Contract,4.51,USD/MMBTU,,2018-12-04
Daily Average US Exchange Rate,1.32,,,2018-12-04
 Expressed as a basis to WTI,,,,2018-12-04
"NYMEX-WTI: January, 2019",50.93,USD/BBL,,2018-12-03
"NYMEX-WTI: February, 2019",51.09,USD/BBL,,2018-12-03
"NYMEX-WTI: March, 2019",51.23,USD/BBL,,2018-12-03
"NYMEX-WTI: April, 2019",51.36,USD/BBL,,2018-12-03
NYMEX-WTI Year Ago Current Month Contract,57.4,USD/BBL,,2018-12-03
"Net Energy Sweet Closing Price: January, 2019",-23.0,USD/BBL,27.93,2018-12-03
"Net Energy SSP Closing Price: January, 2019",-18.5,USD/BBL,32.43,2018-12-03
"Net Energy WCS Closing Price: January, 2019",-28.5,USD/BBL,22.43,2018-12-03
"Net Energy/NYMEX WCC Closing Price: January, 2019",-28.5,USD/BBL,22.43,2018-12-03
Canadian Crude Index,24.25,USD/BBL,,2018-12-03
West Texas Intermediate Cash,50.93,USD/BBL,,2018-12-03
North Sea Brent Blend,59.46,USD/BBL,,2018-12-03
OPEC Basket Price,58.33,USD/BBL,,2018-12-03
"NYMEX Natural Gas: January, 2019",4.61,USD/MMBTU,,2018-12-03
"NYMEX Natural Gas: February, 2019",4.42,USD/MMBTU,,2018-12-03
"NYMEX Natural Gas: March, 2019",4.01,USD/MMBTU,,2018-12-03
"NYMEX Natural Gas: April, 2019",2.89,USD/MMBTU,,2018-12-03
Spectra - Station 2,0.45,CAD/GJ,,2018-12-03
AECO/NGX Spot Price - Settlement,0.7,CAD/GJ,,2018-12-03
AECO/NGX Spot Price - Same Day Volume,660.2,TJ,,2018-12-03
"AECO/NGX Near-Month: December, 2018",2.1,CAD/GJ,,2018-12-03
NYMEX Today @ 10:00 AM MST,,,,2018-12-03
"WTI January, 2019 Contract",52.23,USD/BBL,,2018-12-03
Near-Month Gas Contract,4.34,USD/MMBTU,,2018-12-03
Daily Average US Exchange Rate,1.33,,,2018-12-03
 Expressed as a basis to WTI,,,,2018-12-03
"NYMEX-WTI: January, 2019",51.45,USD/BBL,,2018-11-30
"NYMEX-WTI: February, 2019",51.62,USD/BBL,,2018-11-30
"NYMEX-WTI: March, 2019",51.78,USD/BBL,,2018-11-30
"NYMEX-WTI: April, 2019",51.92,USD/BBL,,2018-11-30
NYMEX-WTI Year Ago Current Month Contract,57.3,USD/BBL,,2018-11-30
"Net Energy Sweet Closing Price: January, 2019",-25.25,USD/BBL,26.2,2018-11-30
"Net Energy SSP Closing Price: January, 2019",-21.0,USD/BBL,30.45,2018-11-30
"Net Energy WCS Closing Price: January, 2019",-30.0,USD/BBL,21.45,2018-11-30
"Net Energy/NYMEX WCC Closing Price: January, 2019",-30.0,USD/BBL,21.45,2018-11-30
Canadian Crude Index,23.2,USD/BBL,,2018-11-30
West Texas Intermediate Cash,51.41,USD/BBL,,2018-11-30
North Sea Brent Blend,59.51,USD/BBL,,2018-11-30
OPEC Basket Price,58.09,USD/BBL,,2018-11-30
"NYMEX Natural Gas: January, 2019",4.65,USD/MMBTU,,2018-11-30
"NYMEX Natural Gas: February, 2019",4.48,USD/MMBTU,,2018-11-30
"NYMEX Natural Gas: March, 2019",4.16,USD/MMBTU,,2018-11-30
"NYMEX Natural Gas: April, 2019",2.89,USD/MMBTU,,2018-11-30
Spectra - Station 2,0.45,CAD/GJ,,2018-11-30
AECO/NGX Spot Price - Settlement,0.48,CAD/GJ,,2018-11-30
AECO/NGX Spot Price - Same Day Volume,990.5,TJ,,2018-11-30
"AECO/NGX Near-Month: December, 2018",2.02,CAD/GJ,,2018-11-30
NYMEX Today @ 10:00 AM MST,,,,2018-11-30
"WTI January, 2019 Contract",51.45,USD/BBL,,2018-11-30
Near-Month Gas Contract,4.51,USD/MMBTU,,2018-11-30
Daily Average US Exchange Rate,1.33,,,2018-11-30
 Expressed as a basis to WTI,,,,2018-11-30
"NYMEX-WTI: January, 2019",50.29,USD/BBL,,2018-11-29
"NYMEX-WTI: February, 2019",50.49,USD/BBL,,2018-11-29
"NYMEX-WTI: March, 2019",50.67,USD/BBL,,2018-11-29
"NYMEX-WTI: April, 2019",50.83,USD/BBL,,2018-11-29
NYMEX-WTI Year Ago Current Month Contract,57.99,USD/BBL,,2018-11-29
"Net Energy Sweet Closing Price: January, 2019",-25.25,USD/BBL,25.04,2018-11-29
"Net Energy SSP Closing Price: January, 2019",-21.0,USD/BBL,29.29,2018-11-29
"Net Energy WCS Closing Price: January, 2019",-33.0,USD/BBL,17.29,2018-11-29
"Net Energy/NYMEX WCC Closing Price: January, 2019",-33.0,USD/BBL,17.29,2018-11-29
Canadian Crude Index,20.15,USD/BBL,,2018-11-29
West Texas Intermediate Cash,50.01,USD/BBL,,2018-11-29
North Sea Brent Blend,58.76,USD/BBL,,2018-11-29
OPEC Basket Price,59.25,USD/BBL,,2018-11-29
"NYMEX Natural Gas: December, 2018",4.72,USD/MMBTU,,2018-11-29
"NYMEX Natural Gas: January, 2019",4.7,USD/MMBTU,,2018-11-29
"NYMEX Natural Gas: February, 2019",4.54,USD/MMBTU,,2018-11-29
"NYMEX Natural Gas: March, 2019",4.22,USD/MMBTU,,2018-11-29
Spectra - Station 2,0.63,CAD/GJ,,2018-11-29
AECO/NGX Spot Price - Settlement,0.3,CAD/GJ,,2018-11-29
AECO/NGX Spot Price - Same Day Volume,1110.2,TJ,,2018-11-29
"AECO/NGX Near-Month: December, 2018",2.1,CAD/GJ,,2018-11-29
NYMEX Today @ 10:00 AM MST,,,,2018-11-29
"WTI January, 2019 Contract",51.71,USD/BBL,,2018-11-29
Near-Month Gas Contract,4.53,USD/MMBTU,,2018-11-29
Daily Average US Exchange Rate,1.33,,,2018-11-29
 Expressed as a basis to WTI,,,,2018-11-29
"NYMEX-WTI: January, 2019",51.56,USD/BBL,,2018-11-28
"NYMEX-WTI: February, 2019",51.73,USD/BBL,,2018-11-28
"NYMEX-WTI: March, 2019",51.89,USD/BBL,,2018-11-28
"NYMEX-WTI: April, 2019",52.02,USD/BBL,,2018-11-28
NYMEX-WTI Year Ago Current Month Contract,58.11,USD/BBL,,2018-11-28
"Net Energy Sweet Closing Price: January, 2019",-25.25,USD/BBL,26.31,2018-11-28
"Net Energy SSP Closing Price: January, 2019",-21.0,USD/BBL,30.56,2018-11-28
"Net Energy WCS Closing Price: January, 2019",-34.25,USD/BBL,17.31,2018-11-28
"Net Energy/NYMEX WCC Closing Price: January, 2019",-34.25,USD/BBL,17.31,2018-11-28
Canadian Crude Index,20.31,USD/BBL,,2018-11-28
West Texas Intermediate Cash,51.26,USD/BBL,,2018-11-28
North Sea Brent Blend,60.21,USD/BBL,,2018-11-28
OPEC Basket Price,59.05,USD/BBL,,2018-11-28
"NYMEX Natural Gas: December, 2018",4.26,USD/MMBTU,,2018-11-28
"NYMEX Natural Gas: January, 2019",4.29,USD/MMBTU,,2018-11-28
"NYMEX Natural Gas: February, 2019",4.16,USD/MMBTU,,2018-11-28
"NYMEX Natural Gas: March, 2019",3.91,USD/MMBTU,,2018-11-28
Spectra - Station 2,0.69,CAD/GJ,,2018-11-28
AECO/NGX Spot Price - Settlement,0.1,CAD/GJ,,2018-11-28
AECO/NGX Spot Price - Same Day Volume,1188.5,TJ,,2018-11-28
"AECO/NGX Near-Month: December, 2018",1.95,CAD/GJ,,2018-11-28
NYMEX Today @ 10:00 AM MST,,,,2018-11-28
"WTI January, 2019 Contract",51.55,USD/BBL,,2018-11-28
Near-Month Gas Contract,4.39,USD/MMBTU,,2018-11-28
Daily Average US Exchange Rate,1.33,,,2018-11-28
 Expressed as a basis to WTI,,,,2018-11-28
"NYMEX-WTI: January, 2019",51.63,USD/BBL,,2018-11-27
"NYMEX-WTI: February, 2019",51.8,USD/BBL,,2018-11-27
"NYMEX-WTI: March, 2019",51.95,USD/BBL,,2018-11-27
"NYMEX-WTI: April, 2019",52.08,USD/BBL,,2018-11-27
